Area Code,Date,Market,Market Size,Product,Product Line,Product Type,State,Top 5 vs Other Sales,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Contribution Pct,East Decaf Sales,Expenses to Sales Ratio,Inventory,Major Market Profit,Margin,Marketing,Pct in Major Market,Profit,Sales,Total Expenses
708,9/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,100,160,140,260,123,0,0,0.152317881,928,133,179,34,1,133,302,46
708,10/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,90,150,140,240,123,0,0,0.152317881,915,133,179,34,1,133,302,46
312,11/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,110,150,110,260,118,0,0,0.155172414,930,127,172,33,1,127,290,45
309,12/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,110,170,130,280,123,0,0,0.152317881,959,133,179,34,1,133,302,46
773,1/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,120,100,190,89,0,0,0.151020408,777,148,130,24,1,148,245,37
630,2/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,80,130,110,210,99,0,0,0.150579151,766,156,144,27,1,156,259,39
312,3/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,110,90,180,87,0,0,0.154185022,756,135,126,24,1,135,227,35
847,4/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,120,100,190,91,0,0,0.155462185,777,141,132,25,1,141,238,37
773,5/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,80,140,120,220,104,0,0,0.145669291,821,155,152,29,1,155,254,37
630,6/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,90,150,130,240,113,0,0,0.142335766,897,167,163,31,1,167,274,39
708,7/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,80,140,120,220,104,0,0,0.149606299,952,153,152,29,1,153,254,38
815,8/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,100,160,140,260,123,0,0,0.144295302,941,182,178,34,1,182,298,43
312,9/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,100,160,140,260,123,0,0,0.142857143,928,197,179,34,1,197,322,46
708,10/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,90,150,140,240,123,0,0,0.142857143,915,197,179,34,1,197,322,46
708,11/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,110,150,110,260,118,0,0,0.145631068,930,188,172,33,1,188,309,45
618,12/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,110,170,130,280,123,0,0,0.142857143,959,197,179,34,1,197,322,46
740,7/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,20,20,30,18,0,0,0.386363636,486,9,26,5,1,9,44,17
567,8/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,20,20,30,16,0,0,0.390243902,484,9,25,4,1,9,41,16
937,9/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,20,0,0,0.32,482,14,30,5,1,14,50,16
937,10/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,0,30,30,30,21,0,0,0.301886792,480,16,32,5,1,16,53,16
937,11/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,30,40,30,70,32,0,0,0.2375,482,29,48,8,1,29,80,19
937,12/3/2012,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,30,60,29,0,0,0.260273973,490,25,44,8,1,25,73,19
567,1/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,50,50,70,32,0,0,0.222222222,456,45,48,8,1,45,90,20
419,2/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,22,0,0,0.283333333,452,25,34,6,1,25,60,17
234,3/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,21,0,0,0.303571429,449,22,32,5,1,22,56,17
234,4/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,21,0,0,0.285714286,454,24,32,5,1,24,56,16
614,5/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,20,0,0,0.326530612,464,17,29,5,1,17,49,16
216,6/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,20,20,30,18,0,0,0.363636364,478,12,26,5,1,12,44,16
513,7/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,20,20,30,18,0,0,0.363636364,486,12,26,5,1,12,44,16
513,8/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,20,20,30,16,0,0,0.365853659,484,12,25,4,1,12,41,15
513,9/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,20,0,0,0.301886792,482,21,30,5,1,21,53,16
937,10/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,0,30,30,30,21,0,0,0.285714286,480,24,32,5,1,24,56,16
440,11/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,30,40,30,70,32,0,0,0.223529412,482,43,48,8,1,43,85,19
614,12/3/2013,Central,Major Market,Chamomile,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,30,60,29,0,0,0.243589744,490,37,44,8,1,37,78,19
970,7/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,50,0,80,39,0,0,0.694736842,517,-10,56,36,1,-10,95,66
970,8/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,40,0,70,37,0,0,0.696629213,513,-10,52,33,1,-10,89,62
970,9/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,20,110,52,0,0,0.603174603,509,-2,74,47,1,-2,126,76
303,10/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,60,30,90,51,0,0,0.622950820,503,-5,71,46,1,-5,122,76
303,11/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,10,110,52,0,0,0.616,509,-4,73,47,1,-4,125,77
970,12/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,60,0,100,47,0,0,0.633928571,521,-6,65,42,1,-6,112,71
720,1/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,50,80,20,130,63,0,0,0.541666667,435,0,87,57,,0,168,91
970,2/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,10,110,54,0,0,0.569343066,427,-4,75,49,1,-4,137,78
303,3/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,20,110,52,0,0,0.578947368,421,-6,73,47,1,-6,133,77
720,4/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,20,110,52,0,0,0.578947368,433,-6,73,47,1,-6,133,77
970,5/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,10,110,53,0,0,0.574803150,458,-4,75,48,1,-4,127,73
303,6/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,60,10,90,44,0,0,0.613207547,496,-10,63,40,1,-10,106,65
303,7/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,50,0,80,39,0,0,0.648936170,517,-14,56,36,1,-14,94,61
719,8/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,40,0,70,37,0,0,0.659090909,513,-14,52,33,1,-14,88,58
970,9/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,20,110,52,0,0,0.567164179,509,-3,74,47,1,-3,134,76
720,10/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,30,60,30,90,51,0,0,0.584615385,503,-7,71,46,1,-7,130,76
970,11/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,70,10,110,52,0,0,0.578947368,509,-6,73,47,1,-6,133,77
719,12/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Colorado,Top 5 Products,Decaf,40,60,0,100,47,0,0,0.596638655,521,-9,65,42,1,-9,119,71
312,7/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,100,70,170,87,0,0,0.201005025,564,72,112,28,1,72,199,40
847,8/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,40,60,40,100,52,0,0,0.241666667,554,39,68,17,1,39,120,29
630,9/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,40,70,50,110,58,0,0,0.234848485,548,43,74,19,1,43,132,31
630,10/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,20,40,40,60,39,0,0,0.266666667,541,27,51,12,1,27,90,24
773,11/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,30,50,30,80,40,0,0,0.271739130,536,27,52,13,1,27,92,25
773,12/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,40,50,30,90,43,0,0,0.272727273,531,29,56,14,1,29,99,27
773,1/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,90,60,160,83,0,0,0.192488263,623,106,107,27,1,106,213,41
773,2/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,90,60,160,83,0,0,0.193069307,613,101,107,27,1,101,202,39
630,3/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,90,60,160,84,0,0,0.189320388,603,104,109,27,1,104,206,39
708,4/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,60,90,60,150,78,0,0,0.2,593,92,100,25,1,92,190,38
773,5/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,90,60,160,83,0,0,0.191489362,584,94,107,27,1,94,188,36
773,6/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,90,60,160,83,0,0,0.196808511,574,92,107,27,1,92,188,37
773,7/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,70,100,70,170,87,0,0,0.187817259,564,99,112,28,1,99,197,37
312,8/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,40,60,40,100,52,0,0,0.226890756,554,54,68,17,1,54,119,27
312,9/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,40,70,50,110,58,0,0,0.219858156,548,64,74,19,1,64,141,31
312,10/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,20,40,40,60,39,0,0,0.25,541,40,51,12,1,40,96,24
312,11/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,30,50,30,80,40,0,0,0.255102041,536,40,52,13,1,40,98,25
312,12/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Illinois,Top 5 Products,Decaf,40,50,30,90,43,0,0,0.254716981,531,43,56,14,1,43,106,27
614,7/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,40,40,50,23,0,0,0.315789474,868,16,34,6,1,16,57,18
330,8/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,22,0,0,0.309090909,865,16,33,6,1,16,55,17
419,9/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,40,60,29,0,0,0.277777778,862,23,43,8,1,23,72,20
513,10/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,27,0,0,0.287878788,859,20,39,7,1,20,66,19
614,11/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,30,50,40,80,36,0,0,0.25,862,30,52,10,1,30,88,22
330,12/3/2012,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,30,40,30,70,33,0,0,0.243902439,870,29,49,9,1,29,82,20
614,1/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,50,50,70,32,0,0,0.222222222,821,45,48,8,1,45,90,20
513,2/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,50,50,70,32,0,0,0.235294118,817,42,48,8,1,42,85,20
513,3/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,40,60,32,0,0,0.226190476,813,42,47,8,1,42,84,19
330,4/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,40,60,30,0,0,0.2375,820,39,45,8,1,39,80,19
440,5/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,40,60,29,0,0,0.257142857,835,32,42,8,1,32,70,18
513,6/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,30,30,50,24,0,0,0.288135593,856,25,36,6,1,25,59,17
937,7/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,40,40,50,23,0,0,0.303571429,868,22,34,6,1,22,56,17
513,8/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,22,0,0,0.290909091,865,22,33,6,1,22,55,16
614,9/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,20,40,40,60,29,0,0,0.259740260,862,34,43,8,1,34,77,20
937,10/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,10,30,30,40,27,0,0,0.271428571,859,30,39,7,1,30,70,19
419,11/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,30,50,40,80,36,0,0,0.234042553,862,45,52,10,1,45,94,22
440,12/3/2013,Central,Major Market,Lemon,Leaves,Herbal Tea,Ohio,Top 5 Products,Decaf,30,40,30,70,33,0,0,0.229885057,870,43,49,9,1,43,87,20
720,7/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,50,20,90,47,0,0,0.381818182,420,21,63,15,1,21,110,42
303,8/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,30,60,30,90,46,0,0,0.388888889,415,20,62,15,1,20,108,42
720,9/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,70,40,110,53,0,0,0.36,410,27,72,17,1,27,125,45
970,10/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,30,60,50,90,52,0,0,0.365853659,405,26,71,17,1,26,123,45
720,11/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,50,70,40,120,59,0,0,0.340579710,411,32,79,19,1,32,138,47
303,12/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,50,60,30,110,54,0,0,0.346456693,424,29,73,17,1,29,127,44
970,1/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,50,70,40,120,60,0,0,0.312101911,336,51,80,19,1,51,157,49
719,2/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,50,70,40,120,60,0,0,0.315436242,329,49,80,19,1,49,149,47
970,3/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,70,40,110,57,0,0,0.321678322,323,46,77,18,1,46,143,46
720,4/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,70,40,110,55,0,0,0.328467153,336,43,74,18,1,43,137,45
719,5/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,60,30,100,52,0,0,0.344262295,361,36,71,17,1,36,122,42
720,6/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,60,30,100,50,0,0,0.350427350,397,33,68,16,1,33,117,41
720,7/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,50,20,90,47,0,0,0.357798165,420,29,63,15,1,29,109,39
303,8/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,30,60,30,90,46,0,0,0.364485981,415,28,62,15,1,28,107,39
720,9/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,40,70,40,110,53,0,0,0.338345865,410,40,72,17,1,40,133,45
970,10/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,30,60,50,90,52,0,0,0.343511450,405,39,71,17,1,39,131,45
970,11/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,50,70,40,120,59,0,0,0.319727891,411,47,79,19,1,47,147,47
970,12/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Colorado,Others,Decaf,50,60,30,110,54,0,0,0.325925926,424,43,73,17,1,43,135,44
815,7/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,100,170,150,270,127,0,0,0.147435897,1007,139,185,35,1,139,312,46
309,8/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,110,170,140,280,132,0,0,0.148606811,994,143,191,36,1,143,323,48
773,9/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,130,110,210,100,0,0,0.159183673,981,106,145,28,1,106,245,39
815,10/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,130,120,210,108,0,0,0.154716981,971,116,157,30,1,116,265,41
630,11/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,70,110,80,180,81,0,0,0.166666667,984,84,117,22,1,84,198,33
630,12/3/2012,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,110,80,190,86,0,0,0.171428571,1003,88,124,24,1,88,210,36
224,1/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,120,100,200,95,0,0,0.152671756,821,157,139,26,1,157,262,40
815,2/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,120,100,200,95,0,0,0.153846154,809,147,137,26,1,147,247,38
309,3/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,120,100,200,95,0,0,0.148594378,799,151,139,26,1,151,249,37
815,4/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,130,110,210,100,0,0,0.149425287,822,157,145,28,1,157,261,39
312,5/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,140,120,220,104,0,0,0.145669291,871,155,152,29,1,155,254,37
630,6/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,100,160,140,260,123,0,0,0.140939597,947,184,178,34,1,184,298,42
312,7/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,100,170,150,270,127,0,0,0.139158576,1007,192,185,35,1,192,309,43
312,8/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,110,170,140,280,132,0,0,0.140625,994,197,191,36,1,197,320,45
773,9/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,130,110,210,100,0,0,0.149425287,981,157,145,28,1,157,261,39
815,10/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,130,120,210,108,0,0,0.145390071,971,172,157,30,1,172,282,41
708,11/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,70,110,80,180,81,0,0,0.156398104,984,125,117,22,1,125,211,33
312,12/3/2013,Central,Major Market,Mint,Leaves,Herbal Tea,Illinois,Others,Decaf,80,110,80,190,86,0,0,0.160714286,1003,131,124,24,1,131,224,36
863,7/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,50,1,115,0.252173913,587,36,65,16,1,36,115,29
813,8/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,20,30,20,50,30,1,69,0.304347826,581,18,39,9,1,18,69,21
561,9/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,20,30,20,50,33,1,76,0.289473684,577,21,43,10,1,21,76,22
386,10/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,0,20,20,20,22,1,51,0.372549020,573,10,29,7,1,10,51,19
561,11/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,10,20,10,30,22,1,52,0.365384615,570,11,30,7,1,11,52,19
772,12/3/2012,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,10,30,20,40,24,1,56,0.357142857,567,12,32,7,1,12,56,20
850,1/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,48,1,123,0.235772358,623,53,62,15,1,53,123,29
754,2/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,48,1,117,0.239316239,617,50,62,15,1,50,117,28
352,3/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,49,1,119,0.235294118,611,52,63,16,1,52,119,28
321,4/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,45,1,110,0.245454545,605,46,58,14,1,46,110,27
786,5/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,48,1,109,0.229357798,599,48,62,15,1,48,109,25
239,6/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,48,1,109,0.229357798,593,48,62,15,1,48,109,25
352,7/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,50,30,80,50,1,114,0.236842105,587,50,65,16,1,50,114,27
786,8/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,20,30,20,50,30,1,68,0.294117647,581,25,39,9,1,25,68,20
727,9/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,20,30,20,50,33,1,81,0.271604938,577,31,43,10,1,31,81,22
904,10/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,0,20,20,20,22,1,54,0.351851852,573,15,29,7,1,15,54,19
727,11/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,10,20,10,30,22,1,55,0.345454545,570,16,30,7,1,16,55,19
904,12/3/2013,East,Major Market,Chamomile,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,10,30,20,40,24,1,60,0.333333333,567,18,32,7,1,18,60,20
904,7/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,59,1,133,0.413533835,403,19,74,22,1,19,133,55
305,8/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,63,1,140,0.407142857,397,20,77,23,1,20,140,57
305,9/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,50,60,20,110,67,1,149,0.389261745,391,24,82,25,1,24,149,58
850,10/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,30,30,20,60,56,1,126,0.428571429,385,16,70,21,1,16,126,54
407,11/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,40,10,80,54,1,121,0.446280992,391,13,67,20,1,13,121,54
954,12/3/2012,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,20,100,65,1,145,0.393103448,403,23,80,24,1,23,145,57
904,1/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,50,20,90,54,1,134,0.417910448,312,20,66,20,1,20,134,56
904,2/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,50,20,90,53,1,126,0.420634921,306,18,65,20,1,18,126,53
727,3/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,50,20,90,54,1,128,0.421875,301,18,66,20,1,18,128,54
772,4/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,50,20,90,57,1,135,0.407407407,313,22,70,21,1,22,135,55
904,5/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,58,1,129,0.395348837,338,23,72,22,1,23,129,51
754,6/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,59,1,132,0.386363636,377,26,74,22,1,26,132,51
352,7/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,59,1,132,0.386363636,403,26,74,22,1,26,132,51
727,8/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,40,60,30,100,63,1,139,0.381294964,397,28,77,23,1,28,139,53
305,9/3/2013,East,Major Market,Lemon,Leaves,Herbal Tea,Florida,Top 5 Products,Decaf,50,60,20,110,67,1,159,0.364779874,391,36,82,25,1,36,159,58
